,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
4491,3774.219943718369,26.781714655939357,-12.610123485516832,-13.92652983895502,25.26499720634348,7.596796299463193,-2.2267960963052347,-13.321217234316755,6.2766440577408416,10.468692543410649,-0.3635819272476919,-20.041435250793462,5.829687435477631
712,-2277.94929046559,9.037847455300774,-13.44727352169856,-14.867795345816878,2.239773162388269,15.4130450446422,15.272138494641595,-13.63749459411638,14.072713811131582,18.80724231950542,-17.50276764184464,-4.3385126167972015,0.6187887061377224
9484,-9236.76411053248,25.82668688306789,-12.758499834283615,-16.300668718764594,2.361406113535533,30.885472050050435,26.21570695486396,-15.20469640231836,2.4044407881730585,-54.94013428037541,-118.21224154126972,-2.509220791283923,-1.1115243249766964
4330,18251.011472434773,40.8119525419897,-11.974572917484334,-16.28879481261548,26.53098841708561,24.938355281797435,0.6840030171749625,-13.979075627098934,10.183469891996314,-33.73440018134684,38.44233368949213,12.477782293313975,-5.212993528219446
1396,17823.565158400303,40.83974751794982,-13.90914342079546,-17.097351375316794,-4.203400278300793,18.905568152233208,14.955515067617371,-13.241987268486646,29.267367666069557,-52.18506575683081,30.85542844704437,11.33953979471278,-2.171243075017759
7882,11300.603123704044,9.973177072828271,-12.76064992031332,-18.70704304190543,28.14135690515116,14.453820172412396,13.474512759374822,-15.20761005176406,-1.3258752719496698,-28.100555659507453,-53.38705483096015,-5.276151581748882,-5.34261131505757
5030,-2576.5161937542703,9.644616308514925,-12.132209057364228,-18.20106076336121,21.32300326093961,20.695667374987696,14.81714851250196,-14.200756123103494,27.914916429708963,0.7592597717018297,-9.650480175106814,17.9744250343125,-13.186134777288848
3149,-7057.901323485052,17.442432816746702,-14.30519062791885,-14.218632483749012,13.865217986355256,55.79199354690539,9.556626086174184,-10.673678277972115,11.262102742290256,16.834129636248928,-9.594050216251173,29.39862645554102,5.69542232943696
8995,25151.582754636056,29.37414442653322,-13.490398789934687,-18.325708223464225,28.721027786019995,38.61297882882678,15.33246963870917,-12.80523274012676,15.6636429595071,4.177210603444362,48.330288476419454,12.044101298997171,-19.377798431961786
4259,-19189.685789766318,38.27961096638639,-11.97970292551586,-18.28206444646363,-4.036649050650871,38.467449458445856,-1.5220182141313732,-12.990265211633588,-2.443304673126063,60.60832007241264,-16.379611119261966,26.00012352357416,-2.1058606151052977
