,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,24732.37818505446,3.2018954086250218,-13.493125491211766,-16.98590186032354,38.826937856274554,43.766315053155054,7.076676109408625,-12.997756383342285,9.668473717066453,-17.690239524244983,31.41642640689427,-18.58621582246251,-0.02508101964471754
1,15412.944009562269,37.727964316952395,-12.062332813769014,-18.586587568067397,-0.36229451529117895,4.029819890358196,-3.106086736139634,-13.094653229218627,4.339537244230288,-15.994635384153092,-130.18136818966707,-11.392168102464376,0.8324836077679083
2,25024.89964201327,39.43080814130107,-12.153970664892297,-16.77494768469526,5.59616295302054,24.984664439856736,26.172846489829528,-13.232398421095757,9.290595043722904,-35.38678492783319,1.377589541522914,4.981335178981852,11.148931037704042
3,39565.70042244695,41.48079377766234,-12.886795181461586,-14.657534077007384,11.52230750818108,49.65784514610533,13.29717400486378,-14.806616378479369,13.49522081833456,-43.73444995727803,33.201886423406464,18.499501269312,10.18304075801306
4,5985.02206946047,18.991294697179335,-13.160592317167435,-15.395033950266399,35.2828860103256,27.512480528389577,23.52008436319437,-11.54955872498923,8.61508240103265,14.35835280623673,-6.238255448144795,-13.213469279958023,7.27175495507973
5,152.81362340677703,5.796063587227088,-14.088750174233338,-14.707695292412014,6.3486798226369245,20.062430955466755,4.1800718045841645,-15.135050332224818,-0.1387485723353361,5.271640770484446,-42.909792916552234,-17.82462782431484,-2.182921969085338
6,-56.45315777542641,17.83331970319531,-12.099725465146738,-17.411796022437997,6.403654423134057,19.745080449610853,8.548411530503715,-13.498445275648454,8.46112521689874,-30.032642167054508,-61.183189375283575,27.61092355852634,17.61659813988907
7,-4563.029998285585,31.338803141021312,-13.717200036818962,-16.025840620532364,30.72668795786891,32.716060043076425,16.151134038469248,-15.231455161834596,18.77326791061703,-7.935669731323588,-40.79056656705683,14.29311263615301,-2.48904410233894
8,1580.4778469034545,30.279313793033406,-12.41101961004793,-18.52058945178964,11.236342779859905,3.0048193221325548,18.165715257907433,-12.613468170733718,26.052720001533423,42.85172133738803,-58.544813424534695,-2.7906774917376795,-3.257101156251175
9,84661.10845013762,40.56705708429723,-12.311410148340565,-16.35122695361774,21.003598005731675,49.97586221170744,8.443962114774632,-10.845639615040387,9.052455307474522,-45.93032787316801,110.77420342581948,-16.32765832615474,-0.7425455591213854
10,7316.83205283883,11.059630098268823,-13.400569243282922,-17.336462536726557,25.423178838356087,16.019844112411576,-1.89009024976087,-16.421595009086086,-2.2318166527735332,-6.000281743561144,6.109804528926382,11.543205624206974,-3.030743468393826
11,24085.4993995796,32.75793139597491,-11.86853778262892,-17.917584791190475,12.302966894430545,15.822963248481283,26.265569430323115,-12.27957805572511,15.190342411773614,-59.696386962739176,10.05937346225629,2.9971872611857515,18.186171658931627
12,23662.817830059223,2.378708483834213,-14.303910656065474,-13.93245735705856,22.835008138533404,23.396863972171392,22.53154943235473,-10.243764716434221,-3.2911367798814393,48.50067225111068,114.94014589419761,-3.269981467511795,5.236430430260029
13,62182.56198336112,41.82516661656187,-14.416121452452096,-17.01205951524311,11.932206359029935,32.13634634185148,13.549399402940221,-13.64505825983046,13.124385951204042,-74.4022234544638,114.20080788049125,1.0413212017736644,-2.395053332109399
14,-9710.848241282569,26.421070362883608,-11.891815546561151,-14.449745929278949,-0.8467438738422755,55.172845184439765,23.16816057806168,-12.082294765576465,15.83414854925923,24.42202705428422,-22.00350524931494,-7.432637580899117,5.615903377989395
15,-989.5414956617988,-0.05133813766000653,-14.219015284955463,-13.52293265173398,5.069503032359943,19.669125094302547,1.7100600769658811,-12.53961789857031,16.707044974076403,-11.192583061114817,-4.17400222333109,19.4796579140271,15.790690269357624
16,-9203.27859330559,37.47373688655243,-13.34914595124306,-15.962601913763676,31.409613778694236,32.32427679088228,12.669472101472447,-16.38375580837411,11.752352973203209,18.813133575041725,-45.59860048897578,-0.3381394085881517,2.7693937656950274
17,-1935.8920669024033,29.10768488348306,-12.789844305365646,-18.10110052007851,28.059252041745587,-2.35908110148109,7.777155553230346,-11.811181454125178,27.43232249542318,0.618144777176969,-7.995396865544927,18.617455436856602,-2.617030805613401
18,-37325.592916960915,16.9064675412538,-13.11034893672349,-18.84597496918721,14.918134563141328,40.236962756474455,6.564951183000806,-12.294626774325758,7.011461814644447,13.419987672109283,-85.82244328266837,-4.192808544924144,3.2561600064450316
19,-897.2095311233705,1.2045341039802027,-12.645222602501324,-13.981993293183043,16.662324871995636,34.07797989691868,14.435816532094712,-12.518899682156176,1.3035227399007816,-19.108293506653084,-27.337457182355582,-15.037718424983055,5.007080010454027
20,-1470.3224910339663,34.83265139321588,-14.372844734928726,-17.537621464273183,20.920344972239853,51.2786019794996,26.315911972876528,-16.75476402650531,17.961718114986947,-71.19930310722039,-58.412408799986835,5.676928747357774,8.429730006138339
21,31935.812293796313,39.90671901432775,-12.440527576037557,-13.874094915504493,-4.096587897026182,31.40945619937217,23.518614371393248,-11.368812842186044,1.8489750242440284,-52.88885206807854,25.06625968672331,18.276011541735045,10.263698374723008
22,6439.384349773344,22.038672587918473,-13.421141166835032,-15.00599651069174,13.539516672843272,14.63881351068581,8.973916207179489,-11.465454381390447,9.654852819928182,-7.317601648774642,2.8266385770539983,-2.603424858851997,7.439908739696424
23,9868.817787753835,19.224766251754545,-13.88685262568399,-18.99480274615179,6.638296987679759,24.857790045312193,26.321283224349592,-11.796668158824216,-2.310929771238184,-16.10066228504805,-30.712669305897876,-17.664837788652644,-1.2962350454425495
24,4621.807348296628,15.087532720107573,-14.228024278371468,-18.407292831480706,43.021054421694835,35.551681176045605,17.068380127081387,-12.981917318656892,-1.6234172305130556,-29.702858760179087,-25.78239047447281,-4.002556233295176,-5.8531226970604715
25,4308.005490389687,35.92624472028446,-12.671814030944875,-16.65474673651499,44.61574600610694,34.34507524619595,6.362539642003856,-12.654509258422708,15.352087402896386,13.11079358148039,4.955519607785039,-7.972683634917924,-6.916555793682944
26,-18347.062001215978,22.950324207546426,-12.396609798587816,-16.730920777641963,24.854961962210076,27.033770566519525,19.93140992835188,-13.262939851351971,4.286778460776378,-13.87468986470452,-129.96762469746318,-5.626490715386613,0.9694539355325857
27,16035.14534065858,29.242216899664868,-13.368425423773362,-16.009583412122,32.954312881732434,6.37278388874754,7.249598259678301,-15.188572845444234,11.718935454199425,-69.80489352303476,49.260334922287896,13.061055883046397,1.9377438927819586
28,-23132.107334590553,41.61552015480525,-12.497138445819427,-13.084731006309607,41.71256788029112,41.24539080258661,5.53098167891142,-8.734672985345886,8.108754248289518,22.19236279759481,-41.45931014713206,9.157348959694541,-1.5683976302769986
29,3210.8888458484157,35.28783460699998,-13.10971169647215,-13.637971340750283,32.83006424226415,7.87409241416297,4.129054691073061,-11.791885062758887,19.061537589465008,-19.173368712621894,-25.800945285995873,7.085001175327234,-2.56665396662803
30,-8426.495553708937,33.86186117012298,-12.541251197298159,-18.55017935128938,7.821815584393606,39.12288470011907,1.4289898073217788,-13.642555885368642,22.966614584873337,-126.75686328067522,-68.21353435256343,-1.9763250515291748,6.636625796069206
31,2371.500812690076,25.527703030493402,-13.442790425403244,-18.817268865982708,16.078153976382843,19.46605413018799,25.126858362992245,-15.141237130236231,24.076674473182507,-34.83072095087512,-64.19284027901969,38.83428069760198,-0.18841973517180066
32,-8527.886638322881,6.617271939342088,-13.972596882033,-16.122716280621145,5.032547671204684,29.62428366949361,9.884471981409439,-10.81879453999291,18.29361544095112,58.45633501293537,4.216788542978614,-8.1981366883496,10.038200402349021
33,54.296900010167356,15.865496284966767,-13.269429195764863,-17.503483905303153,-2.3822972984735205,5.123552473840109,13.714299097147059,-11.202485813952338,10.19151366852732,17.129424827214915,10.48407997696485,-1.667646849358679,-14.929579374972686
