,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
4491,13.466294336186506,1.8945203063447424,1.555161058018602,4.867849423101839,3.1923013886027003,4.048641682012272,5.313151671467581,0.6627238691119568,1.2017894262181483,5.015267750040191,2.1787825203856634,0.4665995144048092,4.35386807374727
712,20.861294396056813,1.896250863584864,1.4435676608966903,4.931897826534083,3.230221619982907,4.129600895632424,5.191811230069543,0.1039409988853088,0.8882413651104237,7.754223678403552,2.424450023504793,0.4664154106425474,4.774821267579258
9484,11.364573352254553,1.8945279990663708,1.536244650543233,4.911506892388439,2.509871077962062,4.056008055399804,5.303624416139248,-0.6706400760728893,1.6077735874883303,6.380124945074371,1.7519555649086536,0.4663878687899412,4.573017418339691
4330,6.36340392477119,1.89615846487609,1.4032520716590715,4.798120288069951,2.576160170066901,4.1053148680646325,5.1550201510754885,-0.5846847439892221,0.7128345347681444,3.9782680550963256,1.279975082525193,0.4661573056549736,5.810618770371537
1396,14.968337017645649,1.8963849000387225,1.5235874690778737,5.051397535428813,2.9562850633213724,4.0914557393168165,5.30870879362772,-0.2149169405040907,0.9290055098796214,4.434481700840704,2.4275329857075176,0.4664954921338178,5.576369844814452
7882,6.192225459287785,1.895669426458969,1.5407518412572974,5.089962723101382,2.690775600783149,4.068003484449936,5.4125926824509465,1.7174784328038692,0.7224247947152309,5.024408491882525,1.3714673630053014,0.4667252429928647,4.682439525379419
5030,15.817308243321769,1.8960199050711832,1.4484999454131593,4.767799657111191,2.9324254686310463,4.062246321600987,5.455882302371403,-1.0201390493239535,1.2627824812295594,4.640786013126212,2.6033708126161232,0.4665539317235066,4.715441990530085
3149,13.0159695872547,1.8960535280974224,1.2518793363402223,4.906090737995945,2.4337672680922475,4.122927041355032,5.031860498709014,1.201901774776586,0.4208403605025094,4.592707366624957,2.714427226739049,0.4662629705348642,4.04486209273212
8995,13.249915013071208,1.8954599942107504,1.3995080990656876,4.871644578838686,2.428256250635936,4.048582344608196,5.092935028031618,1.2079142572919888,1.222326060870664,4.6683347702218745,2.4512119417362266,0.4665798603631,4.560089603961671
4259,17.659657883890702,1.8941211183704596,1.3051669643714725,4.981335009977038,2.9882543254911536,4.109501569310788,5.247837841931876,1.8827614126806944,0.0695684285474301,5.079474355366372,2.626913815032736,0.4666474367064454,5.051540661086596
