,label,x1,x2,x3,x4,x5,x6
156,-41.61559581141693,0.7714331567185471,-0.8399553144096228,1.728905871340184,0.4933409219620033,1.586705275744629,-1.4788437545386688
265,-35.310359391873035,0.2123301478208502,-0.3601519961926102,1.5085123942349798,1.3671620616609372,0.0898765145236871,-0.3658940290231823
272,31.554733925109147,-0.2620770226498132,0.9330930949266472,0.2905533094691013,1.1204268042375107,0.7758652319242799,-1.2468735315159514
644,-7.357062779265651,0.8926935978316207,1.206040117172214,1.4780598702898189,0.2662323839679618,-1.7308571351860944,-0.9506794821783876
581,42.56590846462362,0.1929288588883857,1.226660547032506,-0.0109128628183399,0.3197909098605995,1.0822951900283897,-1.507452660388807
168,-23.138759222155365,-1.592316513411407,0.4728694847480045,1.2036328232756506,-1.4968742863510782,-0.7947019370546851,1.5526177960851804
258,-15.060217601382178,-0.525649091629408,0.2002426366446411,0.4103702278099272,-0.7967414953228192,-0.6475433543929785,1.308257435796963
877,18.105554113432472,1.3249879412524557,0.6467811133897041,0.8353945380346239,0.3694593238406093,0.945359123675054,0.2805218240220122
587,59.93388503667351,-0.0702339359771825,0.8896419618887733,-1.6600106297648776,-0.2636335312719619,1.4385003205611973,0.5266510744133959
758,48.00462396562594,-0.9099128432594258,1.6138421135754442,1.3429620100426432,1.6120567810066797,1.6621350612298869,1.6625041541629149
325,37.91261005444793,1.2385481054668748,1.6371832936424409,1.6547616136619614,-0.4283520146230674,1.480899130231625,0.4317771566571806
849,21.644844225793243,-1.4344127352676026,0.1622594551674878,-0.5166762274342425,0.3704587108762724,1.348885106332483,-0.4846220740988023
741,6.891634758376512,-1.6931362213388546,0.8112247895477323,0.1315807182743441,-1.0525069651775285,-0.4492555788288329,0.9850309089113228
0,-18.46694475334319,0.6688774163617438,0.9203709720439692,1.722306174306787,-1.5208716477319346,-1.184405618077028,0.6898708813622687
952,-25.131792327289983,0.9444616054623658,-1.2041707923436218,-1.515392398836092,-0.4511002010709983,-0.2214468489079728,0.0874199812467592
452,-60.008466643295804,1.4161828803759882,-1.6930675843253855,-0.4735793480642283,-0.753312847439557,-0.3314793856683215,0.990443210473827
175,8.071845048389575,-0.1915458249611643,0.3344172704135489,0.5260485799069775,0.1809045798152703,1.0314946555284688,-0.374159695341288
451,11.347047395054698,0.0470873513912986,-0.2130468741000035,-1.148992624144589,0.3851336212953887,0.2617101299449274,1.4412549165847024
482,-44.41826126113951,1.2850886548667468,-0.0376094117585095,1.4501761596774472,-0.114241997687382,-1.4147820997233331,-1.427731925046772
269,-8.350165330496507,-0.894205924431189,0.3898041980515606,1.6038454914029572,1.469287777914913,0.6303329073127302,-0.5999134309857294
66,44.14804731084609,-0.6563166600059978,0.8578775348050836,-0.7190276683818903,0.8083256959279809,0.7879012054149919,1.3762073123737746
381,16.287010576056915,0.7558319480782578,0.1718806783827014,-0.3976934576135298,1.26332076714486,0.5384303347671247,-1.6222220671351126
894,-25.051212334649968,1.6120256904887376,-0.2726837289637361,0.9032442323542732,-1.4313083213868931,0.7480723837787494,-0.6884395371326681
800,-34.022310606449494,-1.0558868146502087,-0.3980822570840091,-0.3370818934869673,-0.6210067134728758,-1.1214114601744665,-1.4547755007076637
361,59.35687172135295,-0.6493295807603703,1.5747593415014949,-0.3714537391008948,-0.3665809484508735,1.1594445152894963,-0.9868221522682258
527,24.622077947391837,-1.3189319122233552,1.6250649197845484,0.4372201509406222,0.1907119704261176,-1.045533177677777,-0.552406806124251
222,-10.874964697944485,-1.123981478986621,0.0740616621514109,0.957172582214786,-0.5195321155900704,1.0676825470570106,-0.6772263036302797
251,-86.7325479440814,0.5861137899210861,-1.7339633465386546,0.9205560388412836,0.5822646510661103,-1.20845032663906,-1.1883878950424125
23,19.35812218391076,1.0283253371336472,0.1252910094519675,-1.517606254553601,0.2448551843511578,-0.6940327950832,1.2760175812803587
608,38.32697177899504,-0.7298083330577559,0.953075786674202,-0.3779060061128871,-0.4787236835282868,0.9018073671996404,1.0956116582246564
727,-16.123864569140597,1.7062274641465385,0.3862063156801589,1.6196603373471985,1.550955576144022,-0.4972206346115085,-0.4605834896921068
266,-3.566124825772559,0.7611153254127205,-0.1717553702042344,-0.7758211526272359,0.9959142527222088,-0.7678997927349818,-0.568999673928166
101,-13.472248063606983,-1.5044856301982013,-0.4771636192020141,-0.8135202551403353,1.3441690660701204,-0.5840746746679496,0.9072447554295996
574,-71.39271062839956,1.087964963172935,-1.168181087583737,1.3402385118915154,1.0693562595413897,-1.2525110446719612,1.40056900641486
331,-54.45524814596605,0.2683856888254461,-1.2362531557470295,0.2223970706221679,-0.8575399862429369,-0.4428053525026673,0.8505841904963325
900,18.876672881626373,-1.5382564140271122,-0.1060566247071998,-0.7354008580067718,1.2182580393982825,1.131852379077865,1.5004833119439456
129,26.03541604251887,1.1374895888279255,1.169947515162192,1.0800299890388665,1.17752965563289,0.1992508093109792,0.6922942489896773
82,-61.729726140056,-1.3774011072906536,-1.1846834186519053,-0.112959885535376,0.6834635590585773,-1.6993576903908714,1.6361685493708324
604,60.0254944814252,0.3317635874905897,1.444286712085762,-0.5075712623625599,0.3779778678086497,0.6937761133355842,0.2752430667737502
788,-26.714423223823367,-0.2797691418940632,-0.4872668196914647,0.2178685369072344,-1.1701174066260371,-0.1322165574157073,1.7707013009328372
